#category	#chromosome	#contig_1	#contig_2	#window	#interactions per 100kb
euchromatin	centromere_3	3R_5	3L_1	12750000-12800000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	13400000-13450000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	14400000-14450000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	1500000-1550000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	15800000-15850000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	16000000-16050000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	16100000-16150000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	16300000-16350000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	16350000-16400000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	16850000-16900000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	17250000-17300000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	17350000-17400000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	19150000-19200000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	19650000-19700000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	19800000-19850000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	20000000-20050000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	21250000-21300000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	21500000-21550000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	21950000-22000000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	22500000-22550000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	22700000-22750000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	22900000-22950000	7.705124871179944
distal_heterochromatin	centromere_3	3R_5	3L_1	23000000-23050000	7.705124871179944
distal_heterochromatin	centromere_3	3R_5	3L_1	23050000-23100000	7.705124871179944
distal_heterochromatin	centromere_3	3R_5	3L_1	23250000-23300000	7.705124871179944
distal_heterochromatin	centromere_3	3R_5	3L_1	23650000-23700000	7.705124871179944
distal_heterochromatin	centromere_3	3R_5	3L_1	24000000-24050000	7.705124871179944
distal_heterochromatin	centromere_3	3R_5	3L_1	24550000-24600000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	3350000-3400000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	600000-650000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	7200000-7250000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	7850000-7900000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	8350000-8400000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	8550000-8600000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	9850000-9900000	7.705124871179944
distal_heterochromatin	centromere_3	3R_5	3L_4	0-50000	7.705124871179944
distal_heterochromatin	centromere_3	3R_5	3L_4	100000-150000	7.705124871179944
distal_heterochromatin	centromere_3	3R_5	3L_4	1350000-1400000	7.705124871179944
distal_heterochromatin	centromere_3	3R_5	3L_4	850000-900000	7.705124871179944
distal_heterochromatin	centromere_3	3R_5	3L_4	950000-1000000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	11150000-11200000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	11350000-11400000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	1300000-1350000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	1350000-1400000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	1450000-1500000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	15000000-15050000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	1800000-1850000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	1950000-2000000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	23850000-23900000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	24250000-24300000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	2450000-2500000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	2700000-2750000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	27900000-27950000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	3300000-3350000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	350000-400000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	4000000-4050000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	4350000-4400000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	450000-500000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	4550000-4600000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	4600000-4650000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	4700000-4750000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	5300000-5350000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	550000-600000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	6600000-6650000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	750000-800000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	800000-850000	7.705124871179944
euchromatin	centromere_3	3R_5	3R_28	8250000-8300000	7.705124871179944
euchromatin	centromere_3	3R_5	4_2	700000-750000	7.705124871179944
euchromatin	centromere_3	3R_5	4_2	900000-950000	7.705124871179944
euchromatin	centromere_3	3R_5	4_2	950000-1000000	7.705124871179944
proximal_heterochromatin	centromere_3	3R_5	Contig145	0-50000	7.705124871179944
euchromatin	centromere_3	3R_5	X_1	10450000-10500000	7.705124871179944
euchromatin	centromere_3	3R_5	X_1	12900000-12950000	7.705124871179944
euchromatin	centromere_3	3R_5	X_1	9600000-9650000	7.705124871179944
inter-distal_heterochromatin	centromere_3	3R_5	X3X4_6_D1712_2	0-50000	7.705124871179944
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	1950000-1966542	5.822395169250955
euchromatin	centromere_3	3R_5	2L_1	11100000-11150000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	11150000-11200000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	11300000-11350000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	12000000-12050000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	13300000-13350000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	13400000-13450000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	14050000-14100000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	15950000-16000000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	16450000-16500000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	16950000-17000000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	18600000-18650000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	18750000-18800000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	18850000-18900000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	19500000-19550000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	20000000-20050000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	200000-250000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	20050000-20100000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	20250000-20300000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	20400000-20450000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	21150000-21200000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	3000000-3050000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	4500000-4550000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	4900000-4950000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	5200000-5250000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	5250000-5300000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	5300000-5350000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	5600000-5650000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	5950000-6000000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	6750000-6800000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	7150000-7200000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	750000-800000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	7600000-7650000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	8350000-8400000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_1	8850000-8900000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_2	1100000-1150000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2L_2	1900000-1950000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_2	450000-500000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_2	600000-650000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2R_18	300000-350000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2R_18	650000-700000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2R_19	200000-250000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2R_19	250000-300000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	1250000-1300000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	1300000-1350000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	1550000-1600000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	1600000-1650000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	1650000-1700000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	1850000-1900000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	1000000-1050000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	1050000-1100000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	10900000-10950000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	12150000-12200000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	1250000-1300000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	12550000-12600000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	13300000-13350000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	13600000-13650000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	14950000-15000000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	17100000-17150000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	17450000-17500000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	1900000-1950000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	2550000-2600000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	2900000-2950000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	3000000-3050000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	3850000-3900000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	400000-450000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	4600000-4650000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	4650000-4700000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	4700000-4750000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	4850000-4900000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	5450000-5500000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	5500000-5550000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	550000-600000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	5800000-5850000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	5900000-5950000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	600000-650000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	6250000-6300000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	6950000-7000000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	7150000-7200000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	7900000-7950000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	8350000-8400000	5.778843653384958
euchromatin	centromere_3	3R_5	2R_21	8450000-8500000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	850000-900000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	11550000-11600000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	11650000-11700000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	12600000-12650000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	12700000-12750000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	12800000-12850000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	12850000-12900000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	13300000-13350000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	13350000-13400000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	13700000-13750000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	13950000-14000000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	1450000-1500000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	15000000-15050000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	150000-200000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	15050000-15100000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	15300000-15350000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	15400000-15450000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	15450000-15500000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	15500000-15550000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	15700000-15750000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	16250000-16300000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	16400000-16450000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	16700000-16750000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	16750000-16800000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	1700000-1750000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	17100000-17150000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	17800000-17850000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	18150000-18200000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	18500000-18550000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	18800000-18850000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	18850000-18900000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	18900000-18950000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	19100000-19150000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	19300000-19350000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	20250000-20300000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	20300000-20350000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	21000000-21050000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	21150000-21200000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	21300000-21350000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	21450000-21500000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	21550000-21600000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	21700000-21750000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	21850000-21900000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	22050000-22100000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	22250000-22300000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	22600000-22650000	5.778843653384958
distal_heterochromatin	centromere_3	3R_5	3L_1	23400000-23450000	5.778843653384958
distal_heterochromatin	centromere_3	3R_5	3L_1	23750000-23800000	5.778843653384958
distal_heterochromatin	centromere_3	3R_5	3L_1	24100000-24150000	5.778843653384958
distal_heterochromatin	centromere_3	3R_5	3L_1	24350000-24400000	5.778843653384958
distal_heterochromatin	centromere_3	3R_5	3L_1	24450000-24500000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	4850000-4900000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	6050000-6100000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	7450000-7500000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	7600000-7650000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	8050000-8100000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	8100000-8150000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	8300000-8350000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	9350000-9400000	5.778843653384958
euchromatin	centromere_3	3R_5	3L_1	9650000-9700000	5.778843653384958
distal_heterochromatin	centromere_3	3R_5	3L_4	1250000-1300000	5.778843653384958
distal_heterochromatin	centromere_3	3R_5	3L_4	300000-350000	5.778843653384958
distal_heterochromatin	centromere_3	3R_5	3L_5	200000-250000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	10100000-10150000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	1050000-1100000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	10850000-10900000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	1100000-1150000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	11250000-11300000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	1200000-1250000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	12700000-12750000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	13100000-13150000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	13150000-13200000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	13850000-13900000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	14550000-14600000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	1500000-1550000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	15150000-15200000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	1700000-1750000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	17100000-17150000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	17900000-17950000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	18700000-18750000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	20450000-20500000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	250000-300000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	2550000-2600000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	26350000-26400000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	26400000-26450000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	2650000-2700000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	27650000-27700000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	2850000-2900000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	2950000-3000000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	3150000-3200000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	3250000-3300000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	3500000-3550000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	3700000-3750000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	3850000-3900000	5.778843653384958
